Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-01-02 00:00:00-05:00,682.0852055985325,683.2390468658663,676.2263268834449,679.55859375,89377200,0.0,0.0,0.0
2026-01-05 00:00:00-05:00,682.910778712987,685.7855161168121,682.7516512212146,684.0845336914062,71927200,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,684.2934596862484,688.6602678554459,684.1442890432024,688.1529541015625,69273800,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,688.5309418430683,690.2916046822218,685.6761181181482,685.9347534179688,75588300,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,685.1787573638412,686.9692300361542,683.8557710289468,685.8651123046875,64019200,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,686.9791831428475,691.6344363504869,685.5368360184962,690.4010009765625,80125500,0.0,0.0,0.0
2026-01-12 00:00:00-05:00,687.0289310253164,692.410366767912,686.979207477028,691.4852294921875,63976000,0.0,0.0,0.0
2026-01-13 00:00:00-05:00,691.813478661017,692.4103433578374,687.6953490317495,690.1026000976562,78309700,0.0,0.0,0.0
2026-01-14 00:00:00-05:00,687.3472637531122,688.0634285762314,682.4134612479594,686.7106323242188,94676700,0.0,0.0,0.0
2026-01-15 00:00:00-05:00,690.8983886882239,691.7737417111902,687.5959315038539,688.5806884765625,77862000,0.0,0.0,0.0
2026-01-16 00:00:00-05:00,689.9931507530615,690.5800586110835,686.4519720383781,688.0037231445312,79289200,0.0,0.0,0.0
2026-01-20 00:00:00-05:00,677.8874730475171,681.1501633341576,672.9934983300664,673.9981689453125,111623300,0.0,0.0,0.0
2026-01-21 00:00:00-05:00,676.0572511802958,685.0991655259935,674.5452667925615,681.77685546875,127844500,0.0,0.0,0.0
2026-01-22 00:00:00-05:00,686.2033478813381,687.476610793547,683.2888434897402,685.3379516601562,77112200,0.0,0.0,0.0
2026-01-23 00:00:00-05:00,684.5123006998919,687.3074439470811,683.5274830754288,685.5865478515625,63059600,0.0,0.0,0.0
2026-01-26 00:00:00-05:00,686.8399050563427,690.4606777697717,686.272910918868,689.0680541992188,60473800,0.0,0.0,0.0
2026-01-27 00:00:00-05:00,690.5104039402848,692.8480177488461,689.9036431059924,691.8134765625,55506100,0.0,0.0,0.0
2026-01-28 00:00:00-05:00,693.3652237572153,694.1510864943795,690.271678492269,691.7438354492188,61172200,0.0,0.0,0.0
2026-01-29 00:00:00-05:00,692.7087686795362,693.375209936545,681.2098793986574,690.3711547851562,97486200,0.0,0.0,0.0
2026-01-30 00:00:00-05:00,688.1330315570439,690.5402826440542,683.487735152998,688.3120727539062,101835100,0.0,0.0,0.0
2026-02-02 00:00:00-05:00,685.9348095869553,693.2459322689688,685.7756213682558,691.7339477539062,79286500,0.0,0.0,0.0
2026-02-03 00:00:00-05:00,692.529690413304,693.2757257351432,680.4140840721383,685.885009765625,107904600,0.0,0.0,0.0
2026-02-04 00:00:00-05:00,686.7006659106327,687.7948875474046,678.1561081391175,682.5626831054688,105204600,0.0,0.0,0.0
2026-02-05 00:00:00-05:00,677.3404209861714,680.0758839506523,672.2176206040476,674.0379638671875,113610800,0.0,0.0,0.0
2026-02-06 00:00:00-05:00,677.8576866055596,688.6503070282812,677.2508650473027,686.96923828125,89127600,0.0,0.0,0.0
2026-02-09 00:00:00-05:00,685.7755944360715,692.1915108078678,684.7013472083629,690.2816772460938,73885200,0.0,0.0,0.0
2026-02-10 00:00:00-05:00,691.276360737094,692.8579216647231,688.0037135108784,688.4613037109375,65185700,0.0,0.0,0.0
2026-02-11 00:00:00-05:00,692.7087599208829,693.4547952732178,685.5368515439336,688.3021850585938,76353900,0.0,0.0,0.0
2026-02-12 00:00:00-05:00,690.5701102294341,691.6742279947084,676.7734344520502,677.668701171875,118829000,0.0,0.0,0.0
2026-02-13 00:00:00-05:00,678.0864377658819,682.6522007204912,673.9384983110481,678.1461181640625,96267500,0.0,0.0,0.0
2026-02-17 00:00:00-05:00,676.5446598627462,681.31927396984,672.2077222570326,679.2402954101562,81354700,0.0,0.0,0.0
2026-02-18 00:00:00-05:00,680.4041503420104,685.507036973797,679.2204384959671,682.662109375,73570300,0.0,0.0,0.0
2026-02-19 00:00:00-05:00,680.225062656192,682.5526587813481,677.9471293624403,680.8616333007812,58649400,0.0,0.0,0.0
2026-02-20 00:00:00-05:00,678.7131823752115,686.4122580979458,678.126274472082,685.7855834960938,100034000,0.0,0.0,0.0
2026-02-23 00:00:00-05:00,684.1940214696967,686.3525334522094,676.7734345413753,678.7827758789062,90558100,0.0,0.0,0.0
2026-02-24 00:00:00-05:00,678.295350173768,684.7112054782021,676.4053697086953,683.7164916992188,73798700,0.0,0.0,0.0
2026-02-25 00:00:00-05:00,686.53156929616,690.0130676270821,686.4519751919497,689.4859008789062,56369500,0.0,0.0,0.0
2026-02-26 00:00:00-05:00,689.615191050754,689.6350440416309,680.7323436648176,685.6561889648438,71671000,0.0,0.0,0.0
2026-02-27 00:00:00-05:00,679.4790749097389,683.2291046432514,678.0367277603054,682.3637084960938,83308900,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,675.1123137702438,684.9798583327654,674.4359156260907,682.751708984375,87477200,0.0,0.0,0.0
2026-03-03 00:00:00-05:00,671.4915420947397,679.0016196644848,666.1200629162043,676.7337036132812,105003100,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,678.026741603972,683.4579005621853,676.0273572426378,681.5082397460938,79182200,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,678.474445192334,681.9062201445739,672.0386149612469,677.70849609375,106606500,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,669.8502072585248,672.5359467168151,666.2195382406165,668.82568359375,100687000,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,662.8673651303956,676.3258117079225,658.888509802078,674.6845703125,102667700,0.0,0.0,0.0
2026-03-10 00:00:00-04:00,674.1374043547928,679.7476047325034,671.1930903760745,673.6002807617188,81505300,0.0,0.0,0.0
2026-03-11 00:00:00-04:00,673.9982140650914,676.4849986405864,669.7806371390539,672.7548217773438,68441700,0.0,0.0,0.0
2026-03-12 00:00:00-04:00,667.6120785283837,668.0995392824933,662.3500644519811,662.5390625,108882200,0.0,0.0,0.0
2026-03-13 00:00:00-04:00,665.7321452917186,668.7859240392634,657.863924887251,658.7890014648438,97200200,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,664.8468199428278,668.5173163233716,663.5934708305671,665.493408203125,82023100,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,668.8355969918504,670.8747480492216,666.1598145596139,667.2440185546875,87128000,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,664.8268919718373,666.1796881508768,657.6948111200146,657.9335327148438,82062600,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,653.4971375917409,659.4753776238247,651.7066647804095,656.3121948242188,111272500,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,654.8230422006715,655.0025723674255,643.063298812559,646.9034423828125,163617500,1.797,0.0,0.0
2026-03-23 00:00:00-04:00,656.3790129905765,660.9173090129275,652.2596206790361,653.6959228515625,134802700,0.0,0.0,0.0
2026-03-24 00:00:00-04:00,649.6463809650626,655.3417305137531,648.2100787416998,651.5015869140625,96457500,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,656.9774239230809,659.1917509309695,652.5588148295345,655.1322021484375,90653800,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,650.3844333840033,653.1672421520028,643.1630473705688,643.432373046875,96494400,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,640.8489947137006,641.0085567819559,631.4831091918358,632.4606323242188,103649400,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,638.4651675144013,638.7245091624994,627.6630399662237,630.3460693359375,99275900,0.0,0.0,0.0
2026-03-31 00:00:00-04:00,637.2981538716512,649.865752001465,636.3405988140365,648.6688842773438,152534100,0.0,0.0,0.0
2026-04-01 00:00:00-04:00,652.219751792706,656.8278752918841,651.3220400966815,653.5562744140625,97841500,0.0,0.0,0.0
2026-04-02 00:00:00-04:00,644.7589215344626,656.5086804928782,643.4522901873171,654.144775390625,68358700,0.0,0.0,0.0
2026-04-06 00:00:00-04:00,654.1746977251443,658.0247645183308,653.8356054757206,657.23681640625,39105800,0.0,0.0,0.0
2026-04-07 00:00:00-04:00,654.9626585699763,657.9150134208243,649.386996170508,657.5260009765625,69980400,0.0,0.0,0.0
2026-04-08 00:00:00-04:00,674.6519776493207,675.3402070755335,669.734652974974,674.27294921875,93606100,0.0,0.0,0.0
2026-04-09 00:00:00-04:00,673.1059235004034,679.4096297331154,672.0386657215836,678.162841796875,57134400,0.0,0.0,0.0
2026-04-10 00:00:00-04:00,679.5692561407437,680.2774536083281,676.7066358948267,677.7140502929688,42253500,0.0,0.0,0.0
2026-04-13 00:00:00-04:00,675.669302461078,684.536473353906,674.8414790590384,684.3369750976562,54185800,0.0,0.0,0.0
2026-04-14 00:00:00-04:00,685.9229138241225,692.7952238870419,685.8929616905456,692.675537109375,63480500,0.0,0.0,0.0
2026-04-15 00:00:00-04:00,693.4734516118131,698.480571570673,692.4161778504387,698.1414184570312,58240400,0.0,0.0,0.0
2026-04-16 00:00:00-04:00,699.2585607342904,700.9741726960574,696.7350934539525,699.8569946289062,49972400,0.0,0.0,0.0
2026-04-17 00:00:00-04:00,704.3255249385737,710.5594650064761,703.9464965121796,708.3152465820312,70661900,0.0,0.0,0.0
2026-04-20 00:00:00-04:00,706.9587079747221,708.0857482546458,704.3254772575062,706.8988037109375,43546800,0.0,0.0,0.0
2026-04-21 00:00:00-04:00,708.4548936431559,709.4523240430285,700.8345107773317,702.2708129882812,58941400,0.0,0.0,0.0
2026-04-22 00:00:00-04:00,707.3278031045794,709.6218808832724,706.4001392457644,709.3825073242188,42518500,0.0,0.0,0.0
2026-04-23 00:00:00-04:00,707.6768673789517,710.5295037064266,700.4754491270062,706.6295776367188,56174000,0.0,0.0,0.0
2026-04-24 00:00:00-04:00,708.9236633096505,712.6340752101273,707.1881441382454,712.10546875,45182000,0.0,0.0,0.0
2026-04-27 00:00:00-04:00,711.3374146094498,713.7911152864904,710.4696550399041,713.332275390625,33135900,0.0,0.0,0.0
2026-04-28 00:00:00-04:00,709.9908768700561,711.0481506026886,707.4274735730012,709.8612060546875,43117400,0.0,0.0,0.0
2026-04-29 00:00:00-04:00,709.1729992133655,710.3699278433978,706.5497524472755,709.7515258789062,41859200,0.0,0.0,0.0
2026-04-30 00:00:00-04:00,712.7936806635566,717.9403946619685,708.6244289610544,716.8132934570312,67240900,0.0,0.0,0.0
2026-05-01 00:00:00-04:00,719.3966516418469,723.0073446973263,718.6186267345964,718.7982177734375,43049800,0.0,0.0,0.0
2026-05-04 00:00:00-04:00,718.2196821209096,720.2644021704073,713.152718877996,716.1649780273438,51950600,0.0,0.0,0.0
2026-05-05 00:00:00-04:00,719.9153564929043,723.1769124909786,719.6360467603954,721.9102172851562,36933200,0.0,0.0,0.0
2026-05-06 00:00:00-04:00,726.288861980811,732.7023927493656,725.9497697512824,731.9443359375,53288900,0.0,0.0,0.0
2026-05-07 00:00:00-04:00,733.161188473549,734.238430329629,727.8748196364371,729.7001342773438,51724600,0.0,0.0,0.0
2026-05-08 00:00:00-04:00,733.0415191543954,736.1834492768152,732.6824588199246,735.724609375,47227100,0.0,0.0,0.0
2026-05-11 00:00:00-04:00,734.5576163199453,738.8864300819614,734.5576163199453,737.4002685546875,44024000,0.0,0.0,0.0
2026-05-12 00:00:00-04:00,734.9964788307154,736.9414802248905,729.9494836014034,736.2831420898438,54185300,0.0,0.0,0.0
2026-05-13 00:00:00-04:00,736.5723674930287,741.9983910774667,733.5800764180441,740.4025268554688,44200200,0.0,0.0,0.0
