Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,240.27979937630192,241.2220955494016,233.1077882679656,234.0064697265625,1286200,0.0,0.0
2021-01-05 00:00:00-05:00,234.0500351169889,247.33832815028703,234.0500351169889,246.38729858398438,1882400,0.0,0.0
2021-01-06 00:00:00-05:00,246.91956902195884,255.86276896003332,246.67526803994238,253.00094604492188,1883700,0.0,0.0
2021-01-07 00:00:00-05:00,252.64315247530993,253.46331127532963,247.6524108233363,248.9175567626953,1147900,0.0,0.0
2021-01-08 00:00:00-05:00,249.84242386326835,251.13371738413917,245.47988818074856,249.3101806640625,1229700,0.0,0.0
2021-01-11 00:00:00-05:00,248.28934076491115,249.7987609394439,245.95973519600687,247.03292846679688,751300,0.0,0.0
2021-01-12 00:00:00-05:00,247.03294468168696,247.7222327606969,244.52011992052016,246.97186279296875,1097400,0.0,0.0
2021-01-13 00:00:00-05:00,247.65246980149925,255.1036896280318,247.65246980149925,253.61170959472656,1608800,0.0,0.0
2021-01-14 00:00:00-05:00,253.78616702408252,254.67614141632376,249.51088703540867,249.75518798828125,1108100,0.0,0.0
2021-01-15 00:00:00-05:00,248.47264030249283,251.6136720655376,245.76786221134844,250.33108520507812,1908600,0.0,0.0
2021-01-19 00:00:00-05:00,252.96604472517274,253.01839303502007,247.53034108047558,249.24044799804688,1368200,0.0,0.0
2021-01-20 00:00:00-05:00,250.69751685236716,251.96266311866864,249.72904650682864,250.02569580078125,692500,0.0,0.0
2021-01-21 00:00:00-05:00,249.9733509751674,250.76733584363913,245.83767473615765,246.57928466796875,918500,0.0,0.0
2021-01-22 00:00:00-05:00,245.5060870957122,250.72366325718474,245.1745300901054,247.44305419921875,791200,0.0,0.0
2021-01-25 00:00:00-05:00,247.15511621815358,247.4866732295476,241.17846292731667,243.44696044921875,1129700,0.0,0.0
2021-01-26 00:00:00-05:00,244.26716523497507,245.88130925685638,242.51344346012525,242.54832458496094,962500,0.0,0.0
2021-01-27 00:00:00-05:00,239.89590231321333,239.90460928032851,232.67154264736956,235.55953979492188,1124500,0.0,0.0
