Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-02 00:00:00-05:00,235.13784025255728,235.9894083349834,234.7515602899202,235.95428466796875,86655700,0.0,0.0,0.0
2018-01-03 00:00:00-05:00,236.12105740806095,237.595956521271,236.12105740806095,237.4467010498047,90070400,0.0,0.0,0.0
2018-01-04 00:00:00-05:00,238.0876536192369,238.93043423408284,237.5082335741826,238.44757080078125,80636400,0.0,0.0,0.0
2018-01-05 00:00:00-05:00,239.23770970584548,240.15949850554858,238.74608544046873,240.03660583496094,83524000,0.0,0.0,0.0
2018-01-08 00:00:00-05:00,239.93998942067273,240.63354122486592,239.6502928293821,240.47552490234375,57319200,0.0,0.0,0.0
2018-01-09 00:00:00-05:00,240.89688647081562,241.64311033514758,240.6159507209364,241.01980590820312,57254000,0.0,0.0,0.0
2018-01-10 00:00:00-05:00,240.26482777626626,240.91449513696924,239.5976387670871,240.65110778808594,69574300,0.0,0.0,0.0
2018-01-11 00:00:00-05:00,241.20415128096022,242.40687561035156,241.03734735877387,242.40687561035156,62361500,0.0,0.0,0.0
2018-01-12 00:00:00-05:00,242.67031094880144,244.15394452208946,242.37179991942867,243.98716735839844,90816100,0.0,0.0,0.0
2018-01-16 00:00:00-05:00,245.24250740468787,245.89214784344935,242.4595397134825,243.15309143066406,106555100,0.0,0.0,0.0
2018-01-17 00:00:00-05:00,244.0836722321971,245.8570288429602,243.15309604331574,245.4707489013672,113258800,0.0,0.0,0.0
2018-01-18 00:00:00-05:00,245.35666596416098,245.77804281728476,244.56653078153596,245.0581817626953,100728000,0.0,0.0,0.0
2018-01-19 00:00:00-05:00,245.63762116463693,246.17315673828125,245.05822788255017,246.17315673828125,140920100,0.0,0.0,0.0
2018-01-22 00:00:00-05:00,245.9624044391286,248.17471313476562,245.90970554473782,248.17471313476562,91322400,0.0,0.0,0.0
2018-01-23 00:00:00-05:00,248.21862891691765,248.99118891195354,247.89380864434813,248.7014923095703,97084700,0.0,0.0,0.0
2018-01-24 00:00:00-05:00,249.34226396533919,249.93925899787192,247.42843983241525,248.60482788085938,134816100,0.0,0.0,0.0
2018-01-25 00:00:00-05:00,249.46533892882317,249.5618955611822,247.9202184789313,248.7103271484375,84587300,0.0,0.0,0.0
2018-01-26 00:00:00-05:00,249.544292779746,251.63370926274965,249.28969303570867,251.5897979736328,107743100,0.0,0.0,0.0
2018-01-29 00:00:00-05:00,251.01899521115985,251.4579470553894,249.76359936662195,249.92161560058594,90118300,0.0,0.0,0.0
