Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,65.79540402876592,65.86761731833415,64.09434993531727,64.96092224121094,10502637,0.0,0.0
2021-01-05 00:00:00-05:00,64.72824502450176,65.31398372358362,64.11843522356935,65.07327270507812,10956526,0.0,0.0
2021-01-06 00:00:00-05:00,64.65601977295897,66.38916444813431,64.43937348079321,66.10031127929688,10521396,0.0,0.0
2021-01-07 00:00:00-05:00,66.2367109883706,67.69704773158631,65.85156702041688,67.41621398925781,10447931,0.0,0.0
2021-01-08 00:00:00-05:00,67.69704949268562,67.69704949268562,66.2367127114801,66.62185668945312,9563105,0.0,0.0
2021-01-11 00:00:00-05:00,66.99899370121564,68.68399651228486,66.79839262943592,68.20256805419922,13488179,0.0,0.0
2021-01-12 00:00:00-05:00,68.29883903176572,68.31488429151568,66.23671200031991,66.66999816894531,10128606,0.0,0.0
2021-01-13 00:00:00-05:00,66.89466267300452,66.89466267300452,65.97192240851028,66.06820678710938,10093812,0.0,0.0
2021-01-14 00:00:00-05:00,66.13241074508218,66.43732204599903,65.69912451767418,65.93181610107422,11366398,0.0,0.0
2021-01-15 00:00:00-05:00,65.66702248586074,66.99897787405543,65.44235036502795,66.9026870727539,10203538,0.0,0.0
2021-01-19 00:00:00-05:00,67.0551643443792,67.31995291891829,66.32499892763109,66.75025939941406,8467316,0.0,0.0
2021-01-20 00:00:00-05:00,66.79840125560129,67.0391187234992,66.01206779199846,66.16452026367188,11097901,0.0,0.0
2021-01-21 00:00:00-05:00,65.64298013778146,66.03614369035006,64.96095047033673,65.1374740600586,9043716,0.0,0.0
2021-01-22 00:00:00-05:00,64.90476118997142,65.33804738950919,64.80045095531065,64.97697448730469,9436926,0.0,0.0
2021-01-25 00:00:00-05:00,64.76031819873918,65.14546210254078,64.23876715748602,65.11336517333984,9957677,0.0,0.0
2021-01-26 00:00:00-05:00,65.1133734353688,65.1133734353688,64.29494333788449,64.39122772216797,7748283,0.0,0.0
2021-01-27 00:00:00-05:00,64.07831134744052,64.24680904064228,61.65511127495153,61.83966064453125,16230376,0.0,0.0
2021-01-28 00:00:00-05:00,61.84768178738372,62.99508786208413,61.83965594980404,62.52167892456055,12972039,0.0,0.0
2021-01-29 00:00:00-05:00,62.57785170731202,62.882756572035866,61.29403837398106,61.83966064453125,10671470,0.0,0.0
2021-02-01 00:00:00-05:00,62.57785671331593,62.85066466264562,62.05630550007234,62.072357177734375,8224599,0.0,0.0
2021-02-02 00:00:00-05:00,62.417374301589504,63.324069485672936,62.345161003502476,62.401329040527344,9866710,0.0,0.0
2021-02-03 00:00:00-05:00,62.29702683295128,62.70624199038457,61.9038569386479,62.04026412963867,10034810,0.0,0.0
2021-02-04 00:00:00-05:00,61.759430841409795,61.791527783477605,60.61202450622216,61.00518798828125,18867563,0.0,0.0
2021-02-05 00:00:00-05:00,61.326120866557524,61.76743279885764,60.5076908612728,60.820621490478516,13901825,0.0,0.0
2021-02-08 00:00:00-05:00,60.86075174463347,61.133559670206246,59.90591438182164,60.210819244384766,16718534,0.0,0.0
2021-02-09 00:00:00-05:00,60.258961442101246,60.31512947794984,59.66520339323921,60.210819244384766,13484616,0.0,0.0
2021-02-10 00:00:00-05:00,60.43549703025015,60.48363923246136,59.80963557042705,60.09046936035156,11721566,0.0,0.0
2021-02-11 00:00:00-05:00,60.026272249595635,60.25895738437738,59.56088914895686,59.9701042175293,8780982,0.0,0.0
2021-02-12 00:00:00-05:00,59.95406166323854,60.26699239046819,59.809635057842684,60.178733825683594,6738116,0.0,0.0
2021-02-16 00:00:00-05:00,60.475615703740154,60.52375790779039,59.41646796801818,59.57694625854492,9734453,0.0,0.0
2021-02-17 00:00:00-05:00,59.74544614280085,61.02925954471025,59.67322642631844,60.61201858520508,13876463,0.0,0.0
2021-02-18 00:00:00-05:00,60.39537342253022,60.88482769234528,60.21082403956084,60.50770950317383,10004627,0.0,0.0
2021-02-19 00:00:00-05:00,60.53177526599055,60.5879433013592,59.58496374940098,59.62508010864258,12388198,0.0,0.0
2021-02-22 00:00:00-05:00,59.7775499321061,60.22688793026129,59.15971419435514,60.12257766723633,8612464,0.0,0.0
