Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,129.60224477012497,129.71111166466108,125.4923533769292,127.1072769165039,6178500,0.0,0.0
2021-01-05 00:00:00-05:00,125.7463596613245,128.5225756542612,125.7463596613245,128.1324462890625,4163100,0.0,0.0
2021-01-06 00:00:00-05:00,128.15064301831376,130.25549562295683,126.59015266485967,129.1486358642578,6072900,0.0,0.0
2021-01-07 00:00:00-05:00,129.91978515987745,132.1335044317546,129.73833571084114,131.5074920654297,5256900,0.0,0.0
2021-01-08 00:00:00-05:00,132.05186772945433,133.20409330613958,131.46213965528466,132.77767944335938,3950500,0.0,0.0
2021-01-11 00:00:00-05:00,132.4601233009746,133.45811606880682,131.37141272751603,133.41275024414062,4252000,0.0,0.0
2021-01-12 00:00:00-05:00,132.91373119516027,133.23127806996806,130.99034238191174,131.59820556640625,3678800,0.0,0.0
2021-01-13 00:00:00-05:00,131.39857108356375,131.67075206694636,129.22113706020255,129.77456665039062,3330100,0.0,0.0
2021-01-14 00:00:00-05:00,130.33713594447312,131.46213087436104,127.86030311707145,128.1959991455078,4104000,0.0,0.0
2021-01-15 00:00:00-05:00,127.52458134216627,129.17580271447684,126.90765061649095,127.66974639892578,6412400,0.0,0.0
2021-01-19 00:00:00-05:00,127.9147304088063,128.12339655773246,125.57399542181754,126.35424041748047,6537800,0.0,0.0
2021-01-20 00:00:00-05:00,127.3612996169166,129.92884982766253,127.02560364372256,129.55686950683594,4654400,0.0,0.0
2021-01-21 00:00:00-05:00,129.20304547310232,130.47320536649514,128.04175247237043,128.47723388671875,4011200,0.0,0.0
2021-01-22 00:00:00-05:00,128.00547493841802,128.7222190139934,126.39055116601935,126.42684936523438,4150500,0.0,0.0
2021-01-25 00:00:00-05:00,126.10020493654251,126.27257288903188,122.24434588337725,124.79374694824219,5998700,0.0,0.0
2021-01-26 00:00:00-05:00,124.98428796512432,125.065951987832,122.21715260067275,122.57098388671875,5312300,0.0,0.0
2021-01-27 00:00:00-05:00,119.95806480892081,120.53871136430062,118.18890841703744,118.86935424804688,7815900,0.0,0.0
2021-01-28 00:00:00-05:00,120.08507488484535,123.72318676472361,119.30482981670652,122.22621154785156,6244600,0.0,0.0
2021-01-29 00:00:00-05:00,121.52760327008026,122.50744677172729,119.89453076733521,121.20098876953125,7166100,0.0,0.0
2021-02-01 00:00:00-05:00,122.8159256247002,123.43287034604775,120.93790242368397,123.12440490722656,4366800,0.0,0.0
2021-02-02 00:00:00-05:00,124.3492224714741,126.88955669448465,124.06797370403042,126.64459228515625,7132800,0.0,0.0
2021-02-03 00:00:00-05:00,126.74439823657944,127.07101285161565,125.2111244560958,125.77363586425781,4678600,0.0,0.0
2021-02-04 00:00:00-05:00,126.60825324821549,127.96914451098304,126.03667448786854,127.58809661865234,4533700,0.0,0.0
2021-02-05 00:00:00-05:00,128.23227095842296,132.06999509179002,128.18690513807562,131.65264892578125,6151500,0.0,0.0
2021-02-08 00:00:00-05:00,131.6889619837793,132.3512726490823,129.55690639971826,130.11033630371094,6304300,0.0,0.0
